not using,entry complete,accession,length,host,country,state,county,city,isolation,collection_date,latitude,longitude,name,notes,remove
,x,KX547374,10787,Culex,USA,New York,Orange,,,8/23/02,,,"West Nile virus strain WNV-1/Culex/USA/36020018/2002, complete genome","Direct Submission, no citation",
,x,KX547375,10787,,USA,New York,Oswego,,,9/8/11,,,"West Nile virus strain WNV-1/Culiseta sp./USA/11370508/2011, complete genome","Direct Submission, no citation",
,x,KX547376,10787,Culex,USA,New York,Erie,,,9/16/10,,,"West Nile virus strain WNV-1/Culex/USA/10140687/2010, complete genome","Direct Submission, no citation",
,x,KX547377,10787,Culex,USA,New York,Nassau,,,7/21/05,,,"West Nile virus strain WNV-1/Culex/USA/31050047/2005, complete genome","Direct Submission, no citation",
,x,KX547378,10787,Culex,USA,New York,Suffolk,,,9/11/02,,,"West Nile virus strain WNV-1/Culex/USA/38020161/2002, complete genome","Direct Submission, no citation",
,x,KX547379,10788,Culex,USA,New York,Suffolk,,,9/28/04,,,"West Nile virus strain WNV-1/Culex/USA/41040075/2004, complete genome","Direct Submission, no citation",
,x,KX547380,10787,Culex,USA,New York,Erie,,,7/11/12,,,"West Nile virus strain WNV-1/Culex/USA/12140004/2012, complete genome","Direct Submission, no citation",
,x,KX547381,10787,Cyanocitta cristata,USA,New York,Putnam,,,10/3/03,,,"West Nile virus strain WNV-1/Cyanocitta cristata /USA/03003401/2003, complete genome","Direct Submission, no citation",
,x,KX547382,10787,Cyanocitta cristata,USA,New York,Richmond,,,8/24/07,,,"West Nile virus strain WNV-1/Cyanocitta cristata /USA/07VER01098/2007, complete genome","Direct Submission, no citation",
,x,KX547383,10787,Culex,USA,New York,Rockland,,,10/4/02,,,"West Nile virus strain WNV-1/Culex/USA/41020079/2002, complete genome","Direct Submission, no citation",
,x,KX547384,10787,Carpodacus mexicanus,USA,New York,Richmond,,,8/7/06,,,"West Nile virus strain WNV-1/Carpodacus mexicanus/USA/06VER01238/2006, complete genome","Direct Submission, no citation",
,x,KX547385,10787,Cyanocitta cristata,USA,New York,Richmond,,,7/27/06,,,"West Nile virus strain WNV-1/Cyanocitta cristata /USA/06VER01244/2006, complete genome","Direct Submission, no citation",
,x,KX547386,10787,Culex,USA,New York,Rockland,,,7/21/00,,,"West Nile virus strain WNV-1/Culex/USA/29000529/2000, complete genome","Direct Submission, no citation",
,x,KX547387,10787,,USA,New York,Chautauqua,,,8/22/06,,,"West Nile virus strain WNV-1/Aedes sp./USA/06060024/2006, complete genome","Direct Submission, no citation",
,x,KX547388,10786,Culex,USA,New York,Suffolk,,,8/26/10,,,"West Nile virus strain WNV-1/Culex/USA/10511407/2010, complete genome","Direct Submission, no citation",
,x,KX547389,10787,,USA,New York,Suffolk,,,9/7/12,,,"West Nile virus strain WNV-1/Culiseta sp./USA/12511128/2012, complete genome","Direct Submission, no citation",
,x,KX547390,10788,Cyanocitta cristata,USA,New York,Genesee,,,8/29/04,,,"West Nile virus strain WNV-1/Cyanocitta cristata /USA/04002596/2004, complete genome","Direct Submission, no citation",
,x,KX547391,10787,Culex,USA,New York,Erie,,,8/25/10,,,"West Nile virus strain WNV-1/Culex/USA/10140626/2010, complete genome","Direct Submission, no citation",
,x,KX547392,10787,Culex,USA,New York,Erie,,,8/8/07,,,"West Nile virus strain WNV-1/Culex/USA/07141331/2007, complete genome","Direct Submission, no citation",
,x,KX547393,10787,Culex,USA,New York,Suffolk,,,8/6/02,,,"West Nile virus strain WNV-1/Culex/USA/33020090/2002, complete genome","Direct Submission, no citation",
,x,KX547394,10787,,USA,New York,Suffolk,,,8/1/06,,,"West Nile virus strain WNV-1/Coquillettidia sp./USA/06510719/2006, complete genome","Direct Submission, no citation",
,x,KX547395,10787,Culex,USA,New York,Suffolk,,,8/31/00,,,"West Nile virus strain WNV-1/Culex/USA/36000299/2000, complete genome","Direct Submission, no citation",
,x,KX547396,10787,Culex,USA,New York,Rockland,,,9/16/05,,,"West Nile virus strain WNV-1/Culex/USA/39050214/2005, complete genome","Direct Submission, no citation",
,x,KX547397,10787,Corvus brachyrhynchos,USA,New York,Rensselaer,,,8/30/05,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/05002030/2005, complete genome","Direct Submission, no citation",
,x,KX547398,10787,Corvus brachyrhynchos,USA,New York,Madison,,,8/23/02,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/02003299/2002, complete genome","Direct Submission, no citation",
,x,KX547399,10787,Culex,USA,New York,Suffolk,,,9/6/07,,,"West Nile virus strain WNV-1/Culex/USA/07510794/2007, complete genome","Direct Submission, no citation",
,x,KX547400,10787,Passer domesticus,USA,New York,Queens,,,8/30/06,,,"West Nile virus strain WNV-1/Passer domesticus/USA/06VER01551/2006, complete genome","Direct Submission, no citation",
,x,KX547401,10787,Culex,USA,New York,Suffolk,,,9/16/08,,,"West Nile virus strain WNV-1/Culex/USA/08511312/2008, complete genome","Direct Submission, no citation",
,x,KX547402,10787,Culex,USA,New York,Onondaga,,,9/18/02,,,"West Nile virus strain WNV-1/Culex/USA/38020294/2002, complete genome","Direct Submission, no citation",
,x,KX547403,10787,Corvus brachyrhynchos,USA,New York,Onondaga,,,5/20/04,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04000591/2004, complete genome","Direct Submission, no citation",
,x,KX547404,10787,Corvus brachyrhynchos,USA,New York,Albany,,,8/18/08,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/08VER00849/2008, complete genome","Direct Submission, no citation",
,x,KX547405,10787,Corvus brachyrhynchos,USA,New York,Tompkins,,,8/9/03,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04000076/2003, complete genome","Direct Submission, no citation",
,x,KX547406,10787,Culex,USA,New York,Nassau,,,9/25/09,,,"West Nile virus strain WNV-1/Culex/USA/09290562/2009, complete genome","Direct Submission, no citation",
,x,KX547407,10787,Cyanocitta cristata,USA,New York,Suffolk,,,8/27/09,,,"West Nile virus strain WNV-1/Cyanocitta cristata /USA/09VER00481/2009, complete genome","Direct Submission, no citation",
,x,KX547408,10787,Culex,USA,New York,Erie,,,9/13/04,,,"West Nile virus strain WNV-1/Culex/USA/39040164/2004, complete genome","Direct Submission, no citation",
,x,KX547409,10787,Corvus brachyrhynchos,USA,New York,Putnam,,,9/10/03,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/0303375/2003, complete genome","Direct Submission, no citation",
,x,KX547410,10787,,USA,New York,Oswego,,,7/30/12,,,"West Nile virus strain WNV-1/Culiseta sp./USA/12370427/2012, complete genome","Direct Submission, no citation",
,x,KX547411,10787,Culex,USA,New York,Rockland,,,7/10/03,,,"West Nile virus strain WNV-1/Culex/USA/29030307/2003, complete genome","Direct Submission, no citation",
,x,KX547412,10787,,USA,New York,Madison,,,8/30/11,,,"West Nile virus strain WNV-1/Aedes sp./USA/11260239/2011, complete genome","Direct Submission, no citation",
,x,KX547413,10787,Corvus brachyrhynchos,USA,New York,Otsego,,,8/2/05,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/05001736/2005, complete genome","Direct Submission, no citation",
,x,KX547414,10787,,USA,New York,Onondaga,,,9/10/02,,,"West Nile virus strain WNV-1/Culiseta sp./USA/37020270/2002, complete genome","Direct Submission, no citation",
,x,KX547415,10787,Corvus brachyrhynchos,USA,New York,Monroe,,,7/28/04,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04001924/2004, complete genome","Direct Submission, no citation",
,x,KX547416,10787,,USA,New York,Onondaga,,,8/4/11,,,"West Nile virus strain WNV-1/Coquillettidia sp./USA/11330480/2011, complete genome","Direct Submission, no citation",
,x,KX547417,10787,Culex,USA,New York,Rockland,,,7/22/11,,,"West Nile virus strain WNV-1/Culex/USA/11430281/2011, complete genome","Direct Submission, no citation",
,x,KX547418,10786,,USA,New York,St. Lawrence,,,8/16/12,,,"West Nile virus strain WNV-1/Aedes sp./USA/12440056/2012, complete genome","Direct Submission, no citation",
,x,KX547419,10787,Corvus brachyrhynchos,USA,New York,Dutchess,,,8/23/07,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/07VER01162/2007, complete genome","Direct Submission, no citation",
,x,KX547420,10787,Cyanocitta cristata,USA,New York,Suffolk,,,7/28/06,,,"West Nile virus strain WNV-1/Cyanocitta cristata /USA/06VER01134/2006, complete genome","Direct Submission, no citation",
,x,KX547421,10787,Corvus brachyrhynchos,USA,New York,Steuben,,,8/15/02,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/02003030/2002, complete genome","Direct Submission, no citation",
,x,KX547422,10787,Cyanocitta cristata,USA,New York,Queens,,,10/3/03,,,"West Nile virus strain WNV-1/Cyanocitta cristata /USA/03003382/2003, complete genome","Direct Submission, no citation",
,x,KX547423,10787,,USA,New York,Richmond,,,7/16/04,,,"West Nile virus strain WNV-1/Quiscalus quiscula/USA/04001671/2004, complete genome","Direct Submission, no citation",
,x,KX547424,10787,Corvus brachyrhynchos,USA,New York,Onondaga,,,7/10/07,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/07VER00826/2007, complete genome","Direct Submission, no citation",
,x,KX547425,10787,Cyanocitta cristata,USA,New York,Suffolk,,,9/9/09,,,"West Nile virus strain WNV-1/Cyanocitta cristata /USA/09VER00538/2009, complete genome","Direct Submission, no citation",
,x,KX547426,10787,Culex,USA,New York,Onondaga,,,8/8/07,,,"West Nile virus strain WNV-1/Culex/USA/07330398/2007, complete genome","Direct Submission, no citation",
,x,KX547427,10787,Cyanocitta cristata,USA,New York,Chautauqua,,,6/22/04,,,"West Nile virus strain WNV-1/Cyanocitta cristata /USA/04001142/2004, complete genome","Direct Submission, no citation",
,x,KX547428,10787,,USA,New York,Onondaga,,,9/26/02,,,"West Nile virus strain WNV-1/Culiseta sp./USA/39020401/2002, complete genome","Direct Submission, no citation",
,x,KX547429,10787,,USA,New York,Westchester,,,8/15/02,,,"West Nile virus strain WNV-1/Anopheles sp./USA/36020403/2002, complete genome","Direct Submission, no citation",
,x,KX547430,10787,,USA,New York,Onondaga,,,8/18/09,,,"West Nile virus strain WNV-1/Culiseta sp./USA/09330544/2009, complete genome","Direct Submission, no citation",
,x,KX547431,10787,Culex,USA,New York,Niagara,,,8/17/06,,,"West Nile virus strain WNV-1/Culex/USA/06310057/2006, complete genome","Direct Submission, no citation",
,x,KX547432,10787,,USA,New York,Suffolk,,,8/10/06,,,"West Nile virus strain WNV-1/Coquillettidia sp./USA/06510971/2006, complete genome","Direct Submission, no citation",
,x,KX547433,10787,Zenaida macroura,USA,New York,Richmond,,,8/31/06,,,"West Nile virus strain WNV-1/Zenaida macroura/USA/06VER01631/2006, complete genome","Direct Submission, no citation",
,x,KX547434,10787,Culex,USA,New York,Rockland,,,9/11/09,,,"West Nile virus strain WNV-1/Culex/USA/09430535/2009, complete genome","Direct Submission, no citation",
,x,KX547435,10787,Corvus brachyrhynchos,USA,New York,Kings,,,8/18/06,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/06VER01444/2006, complete genome","Direct Submission, no citation",
,x,KX547436,10787,Culex,USA,New York,Erie,,,9/8/08,,,"West Nile virus strain WNV-1/Culex/USA/08141542/2008, complete genome","Direct Submission, no citation",
,x,KX547437,10787,Culex,USA,New York,Suffolk,,,7/29/03,,,"West Nile virus strain WNV-1/Culex/USA/32030356/2003, complete genome","Direct Submission, no citation",
,x,KX547438,10787,Culex,USA,New York,Onondaga,,,8/10/11,,,"West Nile virus strain WNV-1/Culex/USA/11330490/2011, complete genome","Direct Submission, no citation",
,x,KX547439,10787,Corvus brachyrhynchos,USA,New York,Niagara,,,8/14/03,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/03002066/2003, complete genome","Direct Submission, no citation",
,x,KX547440,10787,Corvus brachyrhynchos,USA,New York,Suffolk,,,8/19/08,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/08VER00882/2008, complete genome","Direct Submission, no citation",
,x,KX547441,10583,Passer domesticus,USA,New York,Suffolk,,,8/16/05,,,"West Nile virus strain WNV-1/Passer domesticus/USA/05VER01940/2005, complete genome","Direct Submission, no citation",
,x,KX547442,10787,Culex,USA,New York,Westchester,,,8/31/10,,,"West Nile virus strain WNV-1/Culex/USA/10590255/2010, complete genome","Direct Submission, no citation",
,x,KX547443,10786,,USA,New York,Nassau,,,8/17/12,,,"West Nile virus strain WNV-1/Aedes sp./USA/12290643/2012, complete genome","Direct Submission, no citation",
,x,KX547444,10787,Culex,USA,New York,Niagara,,,8/6/02,,,"West Nile virus strain WNV-1/Culex/USA/33020130/2002, complete genome","Direct Submission, no citation",
,x,KX547445,10786,Culex,USA,New York,Suffolk,,,9/17/14,,,"West Nile virus strain WNV-1/Culex/USA/14511283/2014, complete genome","Direct Submission, no citation",
,x,KX547446,10787,Corvus brachyrhynchos,USA,New York,Wyoming,,,6/7/04,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04000802/2004, complete genome","Direct Submission, no citation",
,x,KX547447,10787,Corvus brachyrhynchos,USA,New York,Suffolk,,,8/8/07,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/07VER01099/2007, complete genome","Direct Submission, no citation",
,x,KX547448,10787,Corvus brachyrhynchos,USA,New York,Cayuga,,,8/29/02,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/02003549/2002, complete genome","Direct Submission, no citation",
,x,KX547449,10787,Culex,USA,New York,Suffolk,,,7/6/11,,,"West Nile virus strain WNV-1/Culex/USA/11510646/2011, complete genome","Direct Submission, no citation",
,x,KX547450,10787,,USA,New York,Onondaga,,,8/5/15,,,"West Nile virus strain WNV-1/Culiseta sp./USA/15370470/2015, complete genome","Direct Submission, no citation",
,x,KX547451,10787,Corvus brachyrhynchos,USA,New York,Monroe,,,8/22/06,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/06VER01528/2006, complete genome","Direct Submission, no citation",
,x,KX547452,10787,Corvus brachyrhynchos,USA,New York,Nassau,,,8/14/07,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/07VER01063/2007, complete genome","Direct Submission, no citation",
,x,KX547453,10787,Turdus migratorius,USA,New York,Suffolk,,,7/29/08,,,"West Nile virus strain WNV-1/Turdus migratorius/USA/08VER00794/2008, complete genome","Direct Submission, no citation",
,x,KX547454,10787,Culex,USA,New York,Suffolk,,,8/3/04,,,"West Nile virus strain WNV-1/Culex/USA/33040049/2004, complete genome","Direct Submission, no citation",
,x,KX547455,10787,Culex,USA,New York,Nassau,,,8/13/03,,,"West Nile virus strain WNV-1/Culex/USA/34030112/2003, complete genome","Direct Submission, no citation",
,x,KX547456,10785,Culex,USA,New York,Chautauqua,,,7/31/12,,,"West Nile virus strain WNV-1/Culex sp./USA/12060057/2012, complete genome","Direct Submission, no citation",
,,KX547457,,,,,,,,,,,,,
,x,KX547458,10787,Cyanocitta cristata,USA,New York,Suffolk,,,9/22/03,,,"West Nile virus strain WNV-1/Cyanocitta cristata /USA/04000161/2003, complete genome","Direct Submission, no citation",
,x,KX547459,10787,Corvus brachyrhynchos,USA,New York,Wyoming,,,9/26/02,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/02003922/2002, complete genome","Direct Submission, no citation",
,x,KX547460,10787,,USA,New York,Madison,,,8/6/13,,,"West Nile virus strain WNV-1/Aedes sp./USA/13260150/2013, complete genome","Direct Submission, no citation",
,x,KX547461,10787,,USA,New York,Suffolk,,,8/8/05,,,"West Nile virus strain WNV-1/Cardinalis cardinalis/USA/05001813/2005, complete genome","Direct Submission, no citation",
,x,KX547462,10787,Corvus brachyrhynchos,USA,New York,Jefferson,,,6/29/04,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04001207/2004, complete genome","Direct Submission, no citation",
,x,KX547463,10787,Culex,USA,New York,Suffolk,,,8/25/09,,,"West Nile virus strain WNV-1/Culex/USA/09511089/2009, complete genome","Direct Submission, no citation",
,x,KX547464,10787,Culex,USA,New York,Weschester,,,9/16/09,,,"West Nile virus strain WNV-1/Culex/USA/09590589/2009, complete genome","Direct Submission, no citation",
,x,KX547465,10787,Culex,USA,New York,Westchester,,,7/31/13,,,"West Nile virus strain WNV-1/Culex/USA/13590318/2013, complete genome","Direct Submission, no citation",
,,KX547466,,,,,,,,,,,,,
,x,KX547467,10787,,USA,New York,Onondaga,,,9/12/13,,,"West Nile virus strain WNV-1/Culiseta sp./USA/13330639/2013, complete genome","Direct Submission, no citation",
,x,KX547468,10787,Culex,USA,New York,Columbia,,,8/11/03,,,"West Nile virus strain WNV-1/Culex/USA/33030375/2003, complete genome","Direct Submission, no citation",
,x,KX547469,10787,Sciurus carolinensis,USA,New York,Schenectady,,,9/19/02,,,"West Nile virus strain WNV-1/Sciurus carolinensis/USA/02003688/2002, complete genome","Direct Submission, no citation",
,x,KX547470,10787,Corvus brachyrhynchos,USA,New York,Erie,,,8/9/07,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/07VER01018/2007, complete genome","Direct Submission, no citation",
,x,KX547471,10787,,USA,New York,Erie,,,9/21/05,,,"West Nile virus strain WNV-1/Aedes sp./USA/40050019/2005, complete genome","Direct Submission, no citation",
,x,KX547472,10787,Cyanocitta cristata,USA,New York,Livingston,,,8/31/06,,,"West Nile virus strain WNV-1/Cyanocitta cristata /USA/06VER01624/2006, complete genome","Direct Submission, no citation",
,x,KX547473,10787,Culex,USA,New York,Erie,,,7/17/13,,,"West Nile virus strain WNV-1/Culex/USA/13141233/2013, complete genome","Direct Submission, no citation",
,x,KX547474,10787,Sciurus carolinensis,USA,New York,Albany,,,10/11/02,,,"West Nile virus strain WNV-1/Sciurus carolinensis/USA/02004138/2002, complete genome","Direct Submission, no citation",
,x,KX547475,10787,Corvus brachyrhynchos,USA,New York,Orleans,,,8/6/06,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/06VER01250/2006, complete genome","Direct Submission, no citation",
,x,KX547476,10787,Cyanocitta cristata,USA,New York,Suffolk,,,8/7/08,,,"West Nile virus strain WNV-1/Cyanocitta cristata /USA/08VER00851/2008, complete genome","Direct Submission, no citation",
,x,KX547477,10787,Culex,USA,New York,Monroe,,,8/10/04,,,"West Nile virus strain WNV-1/Culex/USA/33040386/2004, complete genome","Direct Submission, no citation",
,x,KX547478,10787,Culex,USA,New York,Rockland,,,9/8/01,,,"West Nile virus strain WNV-1/Culex/USA/37010158/2001, complete genome","Direct Submission, no citation",
,x,KX547479,10787,,USA,New York,Suffolk,,,9/7/05,,,"West Nile virus strain WNV-1/Aedes sp./USA/38050412/2005, complete genome","Direct Submission, no citation",
,x,KX547480,10787,Culex,USA,New York,Columbia,,,9/22/03,,,"West Nile virus strain WNV-1/Culex/USA/39030127/2003, complete genome","Direct Submission, no citation",
,x,KX547481,10787,Cyanocitta cristata,USA,New York,Nassau,,,9/1/05,,,"West Nile virus strain WNV-1/Cyanocitta cristata /USA/05002174/2005, complete genome","Direct Submission, no citation",
,x,KX547482,10787,,USA,New York,Oswego,,,8/7/13,,,"West Nile virus strain WNV-1/Culiseta sp./USA/13370456/2013, complete genome","Direct Submission, no citation",
,x,KX547483,10787,Culex,USA,New York,Nassau,,,7/3/14,,,"West Nile virus strain WNV-1/Culex/USA/14290233/2014, complete genome","Direct Submission, no citation",
,x,KX547484,10787,,USA,New York,Genesee,,,10/1/02,,,"West Nile virus strain WNV-1/Corvus ossifragus/USA/02004009/2002, complete genome","Direct Submission, no citation",
,x,KX547485,10787,Culex,USA,New York,Rockland,,,6/13/14,,,"West Nile virus strain WNV-1/Culex/USA/14430021/2014, complete genome","Direct Submission, no citation",
,x,KX547486,10787,Culex,USA,New York,Erie,,,9/13/05,,,"West Nile virus strain WNV-1/Culex/USA/39050161/2005, complete genome","Direct Submission, no citation",
,x,KX547487,10787,Corvus brachyrhynchos,USA,New York,New York,,,10/4/04,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04002879/2004, complete genome","Direct Submission, no citation",
,x,KX547488,10787,Culex,USA,New York,Suffolk,,,9/15/11,,,"West Nile virus strain WNV-1/Culex/USA/11511435/2011, complete genome","Direct Submission, no citation",
,x,KX547489,10787,Corvus brachyrhynchos,USA,New York,Richmond,,,7/29/04,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04002168/2004, complete genome","Direct Submission, no citation",
,x,KX547490,10787,Corvus brachyrhynchos,USA,New York,Chemung,,,9/6/02,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/02002444/2002, complete genome","Direct Submission, no citation",
,x,KX547491,10787,Corvus brachyrhynchos,USA,New York,Queens,,,9/4/07,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/07VER01208/2007, complete genome","Direct Submission, no citation",
,x,KX547492,10787,Culex,USA,New York,Westchester,,,9/26/02,,,"West Nile virus strain WNV-1/Culex/USA/40020274/2002, complete genome","Direct Submission, no citation",
,x,KX547493,10787,Corvus brachyrhynchos,USA,New York,Orange,,,9/19/04,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04002921/2004, complete genome","Direct Submission, no citation",
,x,KX547494,10784,Corvus brachyrhynchos,USA,New York,Schenectady,,,9/12/10,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/10VER00204/2010, complete genome","Direct Submission, no citation",
,x,KX547495,10787,Culex,USA,New York,Westchester,,,7/21/11,,,"West Nile virus strain WNV-1/Culex/USA/11590228/2011, complete genome","Direct Submission, no citation",
,x,KX547496,10787,Corvus brachyrhynchos,USA,New York,Niagara,,,7/25/07,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/07VER00960/2007, complete genome","Direct Submission, no citation",
,x,KX547497,10786,Culex,USA,New York,Onondaga,,,8/1/12,,,"West Nile virus strain WNV-1/Culex/USA/12330451/2012, complete genome","Direct Submission, no citation",
,x,KX547498,10787,Corvus brachyrhynchos,USA,New York,Erie,,,9/9/09,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/09VER0478/2009, complete genome","Direct Submission, no citation",
,x,KX547499,10787,Corvus brachyrhynchos,USA,New York,Herkimer,,,7/14/04,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04002115/2004, complete genome","Direct Submission, no citation",
,x,KX547500,10787,Corvus brachyrhynchos,USA,New York,Dutchess,,,8/23/07,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/07VER01187/2007, complete genome","Direct Submission, no citation",
,x,KX547501,10787,Corvus brachyrhynchos,USA,New York,Queens,,,9/10/04,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04002721/2004, complete genome","Direct Submission, no citation",
,x,KX547502,10787,Culex,USA,New York,Suffolk,,,9/13/06,,,"West Nile virus strain WNV-1/Culex/USA/06511315/2006, complete genome","Direct Submission, no citation",
,x,KX547503,10787,Culex,USA,New York,Erie,,,8/14/02,,,"West Nile virus strain WNV-1/Culex/USA/34020089/2002, complete genome","Direct Submission, no citation",
,x,KX547504,10787,Culex,USA,New York,Rockland,,,9/19/08,,,"West Nile virus strain WNV-1/Culex/USA/08430524/2008, complete genome","Direct Submission, no citation",
,x,KX547505,10787,Culex,USA,New York,Warren,,,9/26/02,,,"West Nile virus strain WNV-1/Culex/USA/39020380/2002, complete genome","Direct Submission, no citation",
,x,KX547506,10787,Corvus brachyrhynchos,USA,New York,Lewis,,,8/21/02,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/02003205/2002, complete genome","Direct Submission, no citation",
,x,KX547507,10787,,USA,New York,Onondaga,,,8/11/11,,,"West Nile virus strain WNV-1/Coquillettidia sp./USA/11330520/2011, complete genome","Direct Submission, no citation",
,x,KX547508,10787,Corvus brachyrhynchos,USA,New York,Lewis,,,9/5/05,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04002203/2005, complete genome","Direct Submission, no citation",
,x,KX547509,10787,Culex,USA,New York,Westchester,,,8/13/02,,,"West Nile virus strain WNV-1/Culex/USA/33020484/2002, complete genome","Direct Submission, no citation",
,x,KX547510,10787,Culex,USA,New York,Nassau,,,9/14/07,,,"West Nile virus strain WNV-1/Culex/USA/07290450/2007, complete genome","Direct Submission, no citation",
,x,KX547511,10787,,USA,New York,Erie,,,8/21/06,,,"West Nile virus strain WNV-1/Accipiter gentilis/USA/06VER01592/2006, complete genome","Direct Submission, no citation",
,x,KX547512,10787,Corvus brachyrhynchos,USA,New York,Chautauqua,,,8/22/05,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04002084/2005, complete genome","Direct Submission, no citation",
,x,KX547513,10787,Culex,USA,New York,Suffolk,,,9/14/05,,,"West Nile virus strain WNV-1/Culex/USA/38050360/2005, complete genome","Direct Submission, no citation",
,x,KX547514,10787,,USA,New York,Oswego,,,9/12/13,,,"West Nile virus strain WNV-1/Culiseta sp./USA/13370701/2013, complete genome","Direct Submission, no citation",
,x,KX547515,10787,Corvus brachyrhynchos,USA,New York,Schenectady,,,9/2/09,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/09VER0458/2009, complete genome","Direct Submission, no citation",
,x,KX547516,10787,Corvus brachyrhynchos,USA,New York,Tompkins,,,8/22/07,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/07VER01126/2007, complete genome","Direct Submission, no citation",
,x,KX547517,10784,Corvus brachyrhynchos,USA,New York,Ulster,,,9/4/09,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/09VER0519/2009, complete genome","Direct Submission, no citation",
,x,KX547518,10784,Corvus brachyrhynchos,USA,New York,Columbia,,,8/31/09,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/09VER00460/2009, complete genome","Direct Submission, no citation",
,x,KX547519,10787,Culex,USA,New York,Westchester,,,9/1/00,,,"West Nile virus strain WNV-1/Culex/USA/36000356/2000, complete genome","Direct Submission, no citation",
,x,KX547520,10787,Culex,USA,New York,Westchester,,,9/11/12,,,"West Nile virus strain WNV-1/Culex/USA/12590244/2012, complete genome","Direct Submission, no citation",
,x,KX547521,10787,Corvus brachyrhynchos,USA,New York,Schuyler,,,8/18/05,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/05001939/2005, complete genome","Direct Submission, no citation",
,x,KX547522,10787,,USA,New York,Nassau,,,8/10/09,,,"West Nile virus strain WNV-1/Corvus ossifragus/USA/09VER00411/2009, complete genome","Direct Submission, no citation",
,x,KX547523,10787,Corvus brachyrhynchos,USA,New York,Albany,,,7/16/05,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04000820/2005, complete genome","Direct Submission, no citation",
,x,KX547524,10787,Culex,USA,New York,Westchester,,,8/21/13,,,"West Nile virus strain WNV-1/Culex/USA/13590360/2013, complete genome","Direct Submission, no citation",
,x,KX547525,10787,Corvus brachyrhynchos,USA,New York,Montgomery,,,9/2/02,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/02003663/2002, complete genome","Direct Submission, no citation",
,x,KX547526,10787,Culex,USA,New York,Nassau,,,9/5/03,,,"West Nile virus strain WNV-1/Culex/USA/40030058/2003, complete genome","Direct Submission, no citation",
,x,KX547527,10787,Equus caballus,USA,New York,Schenectady,,,10/3/02,,,"West Nile virus strain WNV-1/Equus caballus/USA/020A0011/2002, complete genome","Direct Submission, no citation",
,x,KX547528,10787,Cyanocitta cristata,USA,New York,Queens,,,8/24/07,,,"West Nile virus strain WNV-1/Cyanocitta cristata /USA/07VER01227/2007, complete genome","Direct Submission, no citation",
,x,KX547529,10787,Culex,USA,New York,Onondaga,,,8/24/11,,,"West Nile virus strain WNV-1/Culex/USA/11330563/2011, complete genome","Direct Submission, no citation",
